Exchange,Token,LotSize,GNGD,Symbol,TradingSymbol,Expiry,Instrument,OptionType,StrikePrice,TickSize,
MCX,467487,250,1,NATGASMINI,NATGASMINI20NOV25C280,20-NOV-2025,OPTFUT,CE,280,0.05,
MCX,467488,250,1,NATGASMINI,NATGASMINI20NOV25C275,20-NOV-2025,OPTFUT,CE,275,0.05,
MCX,467489,250,1,NATGASMINI,NATGASMINI20NOV25C270,20-NOV-2025,OPTFUT,CE,270,0.05,
MCX,467490,250,1,NATGASMINI,NATGASMINI20NOV25C265,20-NOV-2025,OPTFUT,CE,265,0.05,
MCX,467491,250,1,NATGASMINI,NATGASMINI20NOV25C260,20-NOV-2025,OPTFUT,CE,260,0.05,
MCX,467492,250,1,NATGASMINI,NATGASMINI20NOV25C255,20-NOV-2025,OPTFUT,CE,255,0.05,
MCX,467493,250,1,NATGASMINI,NATGASMINI20NOV25C250,20-NOV-2025,OPTFUT,CE,250,0.05,
MCX,467494,250,1,NATGASMINI,NATGASMINI20NOV25C330,20-NOV-2025,OPTFUT,CE,330,0.05,
MCX,467495,250,1,NATGASMINI,NATGASMINI20NOV25C335,20-NOV-2025,OPTFUT,CE,335,0.05,
MCX,467496,250,1,NATGASMINI,NATGASMINI20NOV25C340,20-NOV-2025,OPTFUT,CE,340,0.05,
MCX,467497,250,1,NATGASMINI,NATGASMINI20NOV25C345,20-NOV-2025,OPTFUT,CE,345,0.05,
MCX,467498,250,1,NATGASMINI,NATGASMINI20NOV25C350,20-NOV-2025,OPTFUT,CE,350,0.05,
MCX,467499,250,1,NATGASMINI,NATGASMINI20NOV25C355,20-NOV-2025,OPTFUT,CE,355,0.05,
MCX,467500,250,1,NATGASMINI,NATGASMINI20NOV25C360,20-NOV-2025,OPTFUT,CE,360,0.05,
MCX,467501,250,1,NATGASMINI,NATGASMINI20NOV25C365,20-NOV-2025,OPTFUT,CE,365,0.05,
MCX,467502,250,1,NATGASMINI,NATGASMINI20NOV25C370,20-NOV-2025,OPTFUT,CE,370,0.05,
MCX,467503,250,1,NATGASMINI,NATGASMINI20NOV25C375,20-NOV-2025,OPTFUT,CE,375,0.05,
MCX,467504,250,1,NATGASMINI,NATGASMINI20NOV25C380,20-NOV-2025,OPTFUT,CE,380,0.05,
MCX,467505,250,1,NATGASMINI,NATGASMINI20NOV25C385,20-NOV-2025,OPTFUT,CE,385,0.05,
MCX,467506,250,1,NATGASMINI,NATGASMINI20NOV25C390,20-NOV-2025,OPTFUT,CE,390,0.05,
MCX,467507,250,1,NATGASMINI,NATGASMINI20NOV25C395,20-NOV-2025,OPTFUT,CE,395,0.05,
MCX,467508,250,1,NATGASMINI,NATGASMINI20NOV25C400,20-NOV-2025,OPTFUT,CE,400,0.05,
MCX,467509,250,1,NATGASMINI,NATGASMINI20NOV25P320,20-NOV-2025,OPTFUT,PE,320,0.05,
MCX,467510,250,1,NATGASMINI,NATGASMINI20NOV25P315,20-NOV-2025,OPTFUT,PE,315,0.05,
MCX,467511,250,1,NATGASMINI,NATGASMINI20NOV25P310,20-NOV-2025,OPTFUT,PE,310,0.05,
MCX,467512,250,1,NATGASMINI,NATGASMINI20NOV25P305,20-NOV-2025,OPTFUT,PE,305,0.05,
MCX,467513,250,1,NATGASMINI,NATGASMINI20NOV25P300,20-NOV-2025,OPTFUT,PE,300,0.05,
MCX,467514,250,1,NATGASMINI,NATGASMINI20NOV25P295,20-NOV-2025,OPTFUT,PE,295,0.05,
MCX,467515,250,1,NATGASMINI,NATGASMINI20NOV25P290,20-NOV-2025,OPTFUT,PE,290,0.05,
MCX,467516,250,1,NATGASMINI,NATGASMINI20NOV25P285,20-NOV-2025,OPTFUT,PE,285,0.05,
MCX,467517,250,1,NATGASMINI,NATGASMINI20NOV25P280,20-NOV-2025,OPTFUT,PE,280,0.05,
MCX,467518,250,1,NATGASMINI,NATGASMINI20NOV25P275,20-NOV-2025,OPTFUT,PE,275,0.05,
MCX,467519,250,1,NATGASMINI,NATGASMINI20NOV25P270,20-NOV-2025,OPTFUT,PE,270,0.05,
MCX,467520,250,1,NATGASMINI,NATGASMINI20NOV25P265,20-NOV-2025,OPTFUT,PE,265,0.05,
MCX,467521,250,1,NATGASMINI,NATGASMINI20NOV25P260,20-NOV-2025,OPTFUT,PE,260,0.05,
MCX,467522,250,1,NATGASMINI,NATGASMINI20NOV25P255,20-NOV-2025,OPTFUT,PE,255,0.05,
MCX,467523,250,1,NATGASMINI,NATGASMINI20NOV25P250,20-NOV-2025,OPTFUT,PE,250,0.05,
MCX,467524,250,1,NATGASMINI,NATGASMINI20NOV25P330,20-NOV-2025,OPTFUT,PE,330,0.05,
MCX,467525,250,1,NATGASMINI,NATGASMINI20NOV25P335,20-NOV-2025,OPTFUT,PE,335,0.05,
MCX,467526,250,1,NATGASMINI,NATGASMINI20NOV25P340,20-NOV-2025,OPTFUT,PE,340,0.05,
MCX,467527,250,1,NATGASMINI,NATGASMINI20NOV25P345,20-NOV-2025,OPTFUT,PE,345,0.05,
MCX,467528,250,1,NATGASMINI,NATGASMINI20NOV25P350,20-NOV-2025,OPTFUT,PE,350,0.05,
MCX,467529,250,1,NATGASMINI,NATGASMINI20NOV25P355,20-NOV-2025,OPTFUT,PE,355,0.05,
MCX,467530,250,1,NATGASMINI,NATGASMINI20NOV25P360,20-NOV-2025,OPTFUT,PE,360,0.05,
MCX,467531,250,1,NATGASMINI,NATGASMINI20NOV25P365,20-NOV-2025,OPTFUT,PE,365,0.05,
MCX,467532,250,1,NATGASMINI,NATGASMINI20NOV25P370,20-NOV-2025,OPTFUT,PE,370,0.05,
MCX,467533,250,1,NATGASMINI,NATGASMINI20NOV25P375,20-NOV-2025,OPTFUT,PE,375,0.05,
MCX,467534,250,1,NATGASMINI,NATGASMINI20NOV25P380,20-NOV-2025,OPTFUT,PE,380,0.05,
MCX,467535,250,1,NATGASMINI,NATGASMINI20NOV25P385,20-NOV-2025,OPTFUT,PE,385,0.05,
MCX,467536,250,1,NATGASMINI,NATGASMINI20NOV25P390,20-NOV-2025,OPTFUT,PE,390,0.05,
MCX,467537,250,1,NATGASMINI,NATGASMINI20NOV25P395,20-NOV-2025,OPTFUT,PE,395,0.05,
MCX,467538,250,1,NATGASMINI,NATGASMINI20NOV25P400,20-NOV-2025,OPTFUT,PE,400,0.05,
MCX,467563,250,1,NATGASMINI,NATGASMINI20NOV25C405,20-NOV-2025,OPTFUT,CE,405,0.05,
MCX,467564,250,1,NATGASMINI,NATGASMINI20NOV25C410,20-NOV-2025,OPTFUT,CE,410,0.05,
MCX,467565,250,1,NATGASMINI,NATGASMINI20NOV25P405,20-NOV-2025,OPTFUT,PE,405,0.05,
MCX,467566,250,1,NATGASMINI,NATGASMINI20NOV25P410,20-NOV-2025,OPTFUT,PE,410,0.05,
MCX,468750,250,1,NATGASMINI,NATGASMINI20NOV25C415,20-NOV-2025,OPTFUT,CE,415,0.05,
MCX,468751,250,1,NATGASMINI,NATGASMINI20NOV25C420,20-NOV-2025,OPTFUT,CE,420,0.05,
MCX,468752,250,1,NATGASMINI,NATGASMINI20NOV25P415,20-NOV-2025,OPTFUT,PE,415,0.05,
MCX,468753,250,1,NATGASMINI,NATGASMINI20NOV25P420,20-NOV-2025,OPTFUT,PE,420,0.05,
MCX,472721,250,1,NATGASMINI,NATGASMINI20NOV25C425,20-NOV-2025,OPTFUT,CE,425,0.05,
MCX,472722,250,1,NATGASMINI,NATGASMINI20NOV25P425,20-NOV-2025,OPTFUT,PE,425,0.05,
MCX,475115,250,1,NATGASMINI,NATGASMINI23DEC25C370,23-DEC-2025,OPTFUT,CE,370,0.05,
MCX,475116,250,1,NATGASMINI,NATGASMINI23DEC25P370,23-DEC-2025,OPTFUT,PE,370,0.05,
MCX,475561,250,1,NATGASMINI,NATGASMINI23DEC25C365,23-DEC-2025,OPTFUT,CE,365,0.05,
MCX,475562,250,1,NATGASMINI,NATGASMINI23DEC25C360,23-DEC-2025,OPTFUT,CE,360,0.05,
MCX,475563,250,1,NATGASMINI,NATGASMINI23DEC25C355,23-DEC-2025,OPTFUT,CE,355,0.05,
MCX,475564,250,1,NATGASMINI,NATGASMINI23DEC25C350,23-DEC-2025,OPTFUT,CE,350,0.05,
MCX,475565,250,1,NATGASMINI,NATGASMINI23DEC25C345,23-DEC-2025,OPTFUT,CE,345,0.05,
MCX,475566,250,1,NATGASMINI,NATGASMINI23DEC25C340,23-DEC-2025,OPTFUT,CE,340,0.05,
MCX,475567,250,1,NATGASMINI,NATGASMINI23DEC25C335,23-DEC-2025,OPTFUT,CE,335,0.05,
MCX,475568,250,1,NATGASMINI,NATGASMINI23DEC25C330,23-DEC-2025,OPTFUT,CE,330,0.05,
MCX,475569,250,1,NATGASMINI,NATGASMINI23DEC25C325,23-DEC-2025,OPTFUT,CE,325,0.05,
MCX,475570,250,1,NATGASMINI,NATGASMINI23DEC25C320,23-DEC-2025,OPTFUT,CE,320,0.05,
MCX,475571,250,1,NATGASMINI,NATGASMINI23DEC25C315,23-DEC-2025,OPTFUT,CE,315,0.05,
MCX,475572,250,1,NATGASMINI,NATGASMINI23DEC25C310,23-DEC-2025,OPTFUT,CE,310,0.05,
MCX,475573,250,1,NATGASMINI,NATGASMINI23DEC25C305,23-DEC-2025,OPTFUT,CE,305,0.05,
MCX,475574,250,1,NATGASMINI,NATGASMINI23DEC25C300,23-DEC-2025,OPTFUT,CE,300,0.05,
MCX,475575,250,1,NATGASMINI,NATGASMINI23DEC25C295,23-DEC-2025,OPTFUT,CE,295,0.05,
MCX,475576,250,1,NATGASMINI,NATGASMINI23DEC25C375,23-DEC-2025,OPTFUT,CE,375,0.05,
MCX,475577,250,1,NATGASMINI,NATGASMINI23DEC25C380,23-DEC-2025,OPTFUT,CE,380,0.05,
MCX,475578,250,1,NATGASMINI,NATGASMINI23DEC25C385,23-DEC-2025,OPTFUT,CE,385,0.05,
MCX,475579,250,1,NATGASMINI,NATGASMINI23DEC25C390,23-DEC-2025,OPTFUT,CE,390,0.05,
MCX,475580,250,1,NATGASMINI,NATGASMINI23DEC25C395,23-DEC-2025,OPTFUT,CE,395,0.05,
MCX,475581,250,1,NATGASMINI,NATGASMINI23DEC25C400,23-DEC-2025,OPTFUT,CE,400,0.05,
MCX,475582,250,1,NATGASMINI,NATGASMINI23DEC25C405,23-DEC-2025,OPTFUT,CE,405,0.05,
MCX,475583,250,1,NATGASMINI,NATGASMINI23DEC25C410,23-DEC-2025,OPTFUT,CE,410,0.05,
MCX,475584,250,1,NATGASMINI,NATGASMINI23DEC25C415,23-DEC-2025,OPTFUT,CE,415,0.05,
MCX,475585,250,1,NATGASMINI,NATGASMINI23DEC25C420,23-DEC-2025,OPTFUT,CE,420,0.05,
MCX,475586,250,1,NATGASMINI,NATGASMINI23DEC25C425,23-DEC-2025,OPTFUT,CE,425,0.05,
MCX,475587,250,1,NATGASMINI,NATGASMINI23DEC25C430,23-DEC-2025,OPTFUT,CE,430,0.05,
MCX,475588,250,1,NATGASMINI,NATGASMINI23DEC25C435,23-DEC-2025,OPTFUT,CE,435,0.05,
MCX,475589,250,1,NATGASMINI,NATGASMINI23DEC25C440,23-DEC-2025,OPTFUT,CE,440,0.05,
MCX,475590,250,1,NATGASMINI,NATGASMINI23DEC25C445,23-DEC-2025,OPTFUT,CE,445,0.05,
MCX,475591,250,1,NATGASMINI,NATGASMINI23DEC25P365,23-DEC-2025,OPTFUT,PE,365,0.05,
MCX,475592,250,1,NATGASMINI,NATGASMINI23DEC25P360,23-DEC-2025,OPTFUT,PE,360,0.05,
MCX,475593,250,1,NATGASMINI,NATGASMINI23DEC25P355,23-DEC-2025,OPTFUT,PE,355,0.05,
MCX,475594,250,1,NATGASMINI,NATGASMINI23DEC25P350,23-DEC-2025,OPTFUT,PE,350,0.05,
MCX,475595,250,1,NATGASMINI,NATGASMINI23DEC25P345,23-DEC-2025,OPTFUT,PE,345,0.05,
MCX,475596,250,1,NATGASMINI,NATGASMINI23DEC25P340,23-DEC-2025,OPTFUT,PE,340,0.05,
MCX,475597,250,1,NATGASMINI,NATGASMINI23DEC25P335,23-DEC-2025,OPTFUT,PE,335,0.05,
MCX,475598,250,1,NATGASMINI,NATGASMINI23DEC25P330,23-DEC-2025,OPTFUT,PE,330,0.05,
MCX,475599,250,1,NATGASMINI,NATGASMINI23DEC25P325,23-DEC-2025,OPTFUT,PE,325,0.05,
MCX,475600,250,1,NATGASMINI,NATGASMINI23DEC25P320,23-DEC-2025,OPTFUT,PE,320,0.05,
MCX,475601,250,1,NATGASMINI,NATGASMINI23DEC25P315,23-DEC-2025,OPTFUT,PE,315,0.05,
MCX,475602,250,1,NATGASMINI,NATGASMINI23DEC25P310,23-DEC-2025,OPTFUT,PE,310,0.05,
MCX,475603,250,1,NATGASMINI,NATGASMINI23DEC25P305,23-DEC-2025,OPTFUT,PE,305,0.05,
MCX,475604,250,1,NATGASMINI,NATGASMINI23DEC25P300,23-DEC-2025,OPTFUT,PE,300,0.05,
MCX,475605,250,1,NATGASMINI,NATGASMINI23DEC25P295,23-DEC-2025,OPTFUT,PE,295,0.05,
MCX,475606,250,1,NATGASMINI,NATGASMINI23DEC25P375,23-DEC-2025,OPTFUT,PE,375,0.05,
MCX,475607,250,1,NATGASMINI,NATGASMINI23DEC25P380,23-DEC-2025,OPTFUT,PE,380,0.05,
MCX,475608,250,1,NATGASMINI,NATGASMINI23DEC25P385,23-DEC-2025,OPTFUT,PE,385,0.05,
MCX,475609,250,1,NATGASMINI,NATGASMINI23DEC25P390,23-DEC-2025,OPTFUT,PE,390,0.05,
MCX,475610,250,1,NATGASMINI,NATGASMINI23DEC25P395,23-DEC-2025,OPTFUT,PE,395,0.05,
MCX,475611,250,1,NATGASMINI,NATGASMINI23DEC25P400,23-DEC-2025,OPTFUT,PE,400,0.05,
MCX,475612,250,1,NATGASMINI,NATGASMINI23DEC25P405,23-DEC-2025,OPTFUT,PE,405,0.05,
MCX,475613,250,1,NATGASMINI,NATGASMINI23DEC25P410,23-DEC-2025,OPTFUT,PE,410,0.05,
MCX,475614,250,1,NATGASMINI,NATGASMINI23DEC25P415,23-DEC-2025,OPTFUT,PE,415,0.05,
MCX,475615,250,1,NATGASMINI,NATGASMINI23DEC25P420,23-DEC-2025,OPTFUT,PE,420,0.05,
MCX,475616,250,1,NATGASMINI,NATGASMINI23DEC25P425,23-DEC-2025,OPTFUT,PE,425,0.05,
MCX,475617,250,1,NATGASMINI,NATGASMINI23DEC25P430,23-DEC-2025,OPTFUT,PE,430,0.05,
MCX,475618,250,1,NATGASMINI,NATGASMINI23DEC25P435,23-DEC-2025,OPTFUT,PE,435,0.05,
MCX,475619,250,1,NATGASMINI,NATGASMINI23DEC25P440,23-DEC-2025,OPTFUT,PE,440,0.05,
MCX,475620,250,1,NATGASMINI,NATGASMINI23DEC25P445,23-DEC-2025,OPTFUT,PE,445,0.05,
